Year,Island,Age,Length_cm,Weight_kg
1992,Little,NA,59.5,NA
1992,Little,NA,63,NA
1992,Little,NA,66,NA
1992,Little,NA,54,NA
1992,Little,NA,56.5,NA
1992,Little,NA,59,NA
1992,Little,NA,55,NA
1992,Little,NA,54.5,NA
1992,Little,NA,56,NA
1992,Little,5,39,NA
1992,Little,NA,59,NA
1992,Little,NA,52,NA
1992,Little,11,71,NA
1992,Little,NA,61,NA
1992,Little,NA,58,NA
1992,Little,NA,50.5,NA
1992,Little,NA,69,NA
1992,Little,NA,62.5,NA
1992,Little,NA,62,NA
1992,Little,NA,51,NA
1992,Little,NA,53,NA
1992,Little,NA,58,NA
1992,Little,NA,64,NA
1992,Little,NA,58,NA
1992,Little,NA,61,NA
1992,Little,NA,58.5,NA
1992,Little,NA,57,NA
1992,Little,NA,54,NA
1992,Little,NA,66,NA
1992,Little,NA,56,NA
1992,Little,NA,69.5,NA
1992,Little,NA,67,NA
1992,Little,NA,63,NA
1992,Little,NA,47,NA
1992,Little,NA,58,NA
1992,Little,NA,53,NA
1992,Little,NA,55,NA
1992,Little,NA,55.5,NA
1992,Little,NA,62,NA
1992,Little,NA,70,NA
1992,Little,NA,58,NA
1992,Little,NA,53,NA
1992,Little,NA,57,NA
1992,Little,NA,54,NA
1992,Little,NA,55,NA
1992,Little,NA,72,NA
1992,Little,NA,57,NA
1992,Little,NA,51,NA
1992,Little,NA,60,NA
1992,Little,NA,58,NA
1992,Little,NA,53,NA
1992,Little,NA,54,NA
1992,Little,NA,60,NA
1992,Little,NA,62,NA
1992,Little,NA,54,NA
1992,Little,NA,68,NA
1992,Little,NA,61,NA
1992,Little,NA,70,NA
1992,Little,NA,62,NA
1992,Little,NA,55,NA
1992,Little,NA,58,NA
1992,Little,NA,60,NA
1992,Little,NA,58.5,NA
1992,Little,NA,53.5,NA
1992,Little,NA,53,NA
1992,Little,NA,53,NA
1992,Little,NA,60,NA
1992,Little,8,49,NA
1992,Little,7,56,NA
1992,Little,8,63,NA
1992,Little,7,55,NA
1992,Little,9,57,NA
1992,Little,8,52,NA
1992,Little,NA,55,NA
1992,Little,8,58,NA
1992,Little,NA,55,NA
1992,Little,8,66,NA
1992,Little,NA,65,NA
1992,Little,7,60,NA
1992,Little,9,69,NA
1992,Little,8,55.5,NA
1992,Little,NA,62,NA
1992,Little,NA,65,NA
1992,Little,9,69,NA
1992,Little,8,58,NA
1992,Little,NA,55,NA
1992,Little,8,59,NA
1992,Little,7,59,NA
1992,Little,8,57,NA
1992,Little,8,55,NA
1992,Little,9,59,NA
1992,Little,8,53,NA
1992,Little,8,56,NA
1992,Little,8,62,NA
1992,Little,NA,52,NA
1992,Little,NA,84.5,NA
1992,Little,NA,48,NA
1992,Little,NA,64,NA
1992,Little,NA,68,NA
1992,Little,NA,63,NA
1992,Little,NA,57,NA
1992,Little,NA,49,NA
1992,Little,NA,53,NA
1992,Little,NA,52,NA
1992,Little,NA,55,NA
1992,Little,NA,61,NA
1992,Little,NA,57,NA
1992,Little,NA,54,NA
1992,Little,NA,55,NA
1992,Little,NA,55,NA
1992,Little,NA,67,NA
1992,Little,NA,54,NA
1992,Little,NA,54,NA
1992,Little,NA,59,NA
1992,Little,NA,67,NA
1992,Little,NA,59,NA
1992,Little,NA,55,NA
1992,Little,NA,56,NA
1992,Little,NA,57,NA
1992,Little,NA,52,NA
1992,Little,NA,58,NA
1992,Little,NA,67,NA
1992,Little,NA,57,NA
1992,Little,NA,56,NA
1992,Little,NA,56,NA
1992,Little,NA,56,NA
1992,Little,NA,55,NA
1992,Little,NA,53,NA
1992,Little,NA,55,NA
1992,Little,NA,64,NA
1992,Little,NA,65,NA
1992,Little,NA,61,NA
1992,Little,NA,63,NA
1992,Little,NA,56,NA
1992,Little,NA,55,NA
1992,Little,NA,62,NA
1992,Little,NA,66,NA
1992,Little,NA,53,NA
1992,Little,NA,60,NA
1992,Little,NA,54,NA
1992,Little,NA,61,NA
1992,Little,NA,56,NA
1992,Little,NA,56,NA
1992,Little,NA,62,NA
1992,Little,NA,69,NA
1992,Little,NA,53,NA
1992,Little,NA,52,NA
1992,Little,NA,59,NA
1992,Little,NA,61,NA
1992,Little,NA,60,NA
1992,Little,NA,59,NA
1992,Little,NA,57,NA
1992,Little,NA,67,NA
1992,Little,NA,57,NA
1992,Little,NA,63,NA
1992,Little,NA,56,NA
1992,Little,NA,59,NA
1992,Little,NA,63,NA
1992,Little,NA,74,NA
1992,Little,NA,52,NA
1992,Little,NA,56,NA
1992,Little,NA,61,NA
1992,Little,NA,50,NA
1992,Little,NA,54,NA
1992,Little,NA,51,NA
1992,Little,NA,64,NA
1992,Little,NA,60,NA
1992,Little,NA,59,NA
1992,Little,NA,58,NA
1992,Little,NA,56,NA
1992,Little,NA,66,NA
1992,Little,NA,67,NA
1992,Little,NA,58,NA
1992,Little,NA,57,NA
1992,Little,NA,50,NA
1992,Little,NA,58,NA
1992,Brac,NA,61,NA
1992,Brac,NA,66,NA
1992,Brac,NA,57,NA
1992,Brac,NA,64,NA
1992,Brac,NA,52,NA
1992,Brac,NA,55,NA
1992,Brac,NA,61.5,NA
1992,Brac,NA,54,NA
1992,Brac,NA,63,NA
1992,Brac,NA,55,NA
1992,Brac,NA,54,NA
1992,Brac,NA,55,NA
1992,Brac,NA,54.5,NA
1992,Brac,NA,59,NA
1992,Brac,NA,59,NA
1992,Brac,NA,51,NA
1992,Brac,NA,64,NA
1992,Brac,NA,49,NA
1992,Brac,NA,60,NA
1992,Brac,NA,60,NA
1992,Brac,NA,54,NA
1992,Brac,NA,61,NA
1992,Brac,NA,60,NA
1992,Brac,NA,61,NA
1992,Brac,NA,56,NA
1992,Little,NA,63,NA
1992,Little,NA,65,NA
1992,Little,NA,58,NA
1992,Little,NA,62,NA
1992,Little,NA,56,NA
1992,Little,NA,67,NA
1992,Little,NA,71,NA
1992,Little,NA,61,NA
1992,Little,NA,56.5,NA
1992,Little,NA,72,NA
1992,Little,NA,57,NA
1992,Little,NA,72,NA
1992,Little,NA,50,NA
1992,Little,NA,65,NA
1992,Little,NA,58,NA
1992,Little,NA,58,NA
1992,Little,NA,63,NA
1992,Little,NA,54,NA
1992,Little,NA,62,NA
1992,Little,NA,47,NA
1992,Little,NA,55,NA
1992,Little,NA,60,NA
1992,Little,NA,62,NA
1992,Little,NA,59,NA
1992,Little,NA,65,NA
1992,Little,NA,56,NA
1992,Little,NA,55,NA
1992,Little,NA,58,NA
1992,Little,NA,56,NA
1992,Little,NA,62,NA
1992,Little,NA,58,NA
1992,Little,NA,67,NA
1992,Little,NA,60,NA
1992,Little,NA,50,NA
1992,Little,NA,53,NA
1992,Little,NA,66,NA
1992,Little,NA,58,NA
1992,Little,NA,61,NA
1992,Little,NA,52,NA
1992,Brac,NA,50,NA
1992,Brac,NA,62,NA
1992,Brac,NA,60,NA
1992,Brac,NA,57,NA
1992,Brac,NA,55,NA
1992,Brac,NA,57,NA
1992,Brac,NA,49.5,NA
1992,Brac,NA,60.5,NA
1992,Brac,NA,51.5,NA
1992,Brac,NA,58,NA
1992,Brac,NA,53,NA
1992,Brac,NA,62.5,NA
1992,Brac,NA,51,NA
1993,Grand,NA,52,NA
1993,Grand,NA,40,NA
1993,Grand,NA,40,NA
1993,Grand,NA,50,NA
1993,Grand,NA,50,NA
1993,Grand,NA,60,NA
1993,Grand,NA,62,NA
1993,Grand,NA,71,NA
1993,Grand,NA,65.5,NA
1993,Grand,NA,66.5,NA
1993,Grand,NA,58.5,NA
1993,Grand,NA,64,NA
1993,Grand,NA,53,NA
1993,Grand,NA,57.5,NA
1993,Grand,NA,64,NA
1993,Grand,NA,38,NA
1993,Grand,NA,69,NA
1993,Grand,NA,63,NA
1993,Grand,NA,58.5,NA
1993,Grand,NA,66,NA
1993,Grand,NA,57.5,NA
1993,Grand,NA,63,NA
1993,Grand,NA,68,NA
1993,Grand,NA,66,NA
1993,Grand,NA,60.5,NA
1993,Grand,NA,64,NA
1993,Grand,NA,66,NA
1993,Grand,NA,57,NA
1993,Grand,NA,55,NA
1993,Grand,NA,57,NA
1993,Grand,NA,60.5,NA
1993,Grand,NA,62,NA
1993,Grand,NA,68,NA
1993,Grand,NA,62,NA
1993,Grand,NA,60,NA
1993,Grand,NA,68,NA
1993,Grand,NA,69,NA
1993,Grand,NA,59,NA
1993,Grand,NA,54,NA
1993,Grand,NA,62,NA
1993,Grand,NA,62.5,NA
1993,Grand,NA,68,NA
1993,Grand,NA,60.5,NA
1993,Grand,NA,57,NA
1993,Grand,NA,58.5,NA
1993,Grand,NA,62,NA
1993,Grand,NA,65,NA
1993,Grand,NA,60,NA
1993,Grand,NA,42,NA
1993,Grand,NA,50,NA
1993,Grand,NA,60.5,NA
1993,Grand,NA,62,NA
1993,Grand,NA,62,NA
1993,Grand,NA,58,NA
1993,Grand,NA,65,NA
1993,Grand,NA,55,NA
1993,Grand,NA,58,NA
1993,Grand,NA,60,NA
1993,Grand,NA,68,NA
1993,Grand,NA,64,NA
1993,Grand,NA,64.5,NA
1993,Grand,NA,57,NA
1993,Grand,NA,63,NA
1993,Grand,NA,67,NA
1993,Grand,NA,58.5,NA
1993,Grand,NA,63,NA
1993,Grand,NA,57,NA
1993,Grand,NA,60.5,NA
1993,Grand,NA,60,NA
1993,Grand,NA,62,NA
1993,Grand,NA,52,NA
1993,Grand,NA,58,NA
1993,Grand,NA,62,NA
1993,Grand,NA,54,NA
1993,Grand,NA,60,NA
1993,Grand,NA,66,NA
1993,Grand,NA,67,NA
1993,Grand,NA,49,NA
1993,Grand,NA,58,NA
1993,Grand,NA,60,NA
1993,Grand,NA,60.5,NA
1993,Grand,NA,57,NA
1993,Grand,NA,62,NA
1993,Grand,NA,68,NA
1993,Grand,NA,58,NA
1993,Grand,NA,60,NA
1993,Grand,NA,54,NA
1993,Grand,NA,54,NA
1993,Grand,NA,60,NA
1993,Grand,NA,66,NA
1993,Grand,NA,63,NA
1993,Grand,NA,64,NA
1993,Grand,NA,69,NA
1993,Grand,NA,59,NA
1993,Grand,NA,75,NA
1993,Grand,NA,80,NA
1993,Grand,NA,67,NA
1993,Grand,NA,60,NA
1993,Grand,NA,63,NA
1993,Grand,NA,50,NA
1993,Grand,NA,58,NA
1993,Grand,NA,63,NA
1993,Grand,NA,63.5,NA
1993,Grand,NA,60.5,NA
1993,Grand,NA,75,NA
1993,Grand,NA,68,NA
1993,Grand,NA,63.5,NA
1993,Grand,NA,62,NA
1993,Grand,NA,62,NA
1993,Grand,NA,62,NA
1993,Grand,NA,58,NA
1993,Grand,NA,60,NA
1993,Grand,NA,62,NA
1993,Grand,NA,57,NA
1993,Grand,NA,60,NA
1993,Grand,NA,76,NA
1993,Grand,NA,64,NA
1993,Grand,NA,57,NA
1993,Grand,NA,70,NA
1993,Grand,NA,60,NA
1993,Grand,NA,61,NA
1993,Grand,NA,64,NA
1993,Grand,NA,63,NA
1993,Grand,NA,71,NA
1993,Grand,NA,52,NA
1993,Grand,NA,65,NA
1993,Grand,NA,63,NA
1993,Grand,NA,62,NA
1993,Grand,NA,62,NA
1993,Grand,NA,68,NA
1993,Grand,NA,57.5,NA
1993,Little,NA,58,NA
1993,Little,NA,55,NA
1993,Little,NA,58,NA
1993,Little,NA,60,NA
1993,Little,NA,52,NA
1993,Little,NA,61,NA
1993,Little,NA,61,NA
1993,Little,NA,60,NA
1993,Little,NA,54,NA
1993,Little,NA,58,NA
1993,Little,NA,65,NA
1993,Little,NA,60,NA
1993,Little,NA,63,NA
1993,Little,NA,64,NA
1993,Little,NA,62,NA
1993,Little,NA,67,NA
1993,Little,NA,82,NA
1993,Little,NA,60,NA
1993,Little,NA,62,NA
1993,Little,NA,57,NA
1993,Little,NA,57,NA
1993,Little,NA,55,NA
1993,Little,NA,65,NA
1993,Little,NA,55,NA
1993,Little,NA,56,NA
1993,Little,NA,61,NA
1993,Little,NA,58,NA
1993,Little,NA,57,NA
1993,Little,NA,61,NA
1993,Little,NA,79,NA
1993,Little,NA,64,NA
1993,Little,NA,66,NA
1993,Little,NA,51,NA
1993,Little,NA,48,NA
1993,Little,NA,53,NA
1993,Little,NA,53,NA
1993,Little,NA,62,NA
1993,Little,NA,66,NA
1993,Little,NA,55,NA
1993,Little,NA,46,NA
1993,Little,NA,62,NA
1993,Little,NA,57,NA
1993,Little,NA,55,NA
1993,Little,NA,65,NA
1993,Little,NA,59,NA
1993,Little,NA,57,NA
1993,Little,NA,63,NA
1993,Little,NA,60,NA
1993,Little,NA,61,NA
1993,Little,NA,53,NA
1993,Little,NA,57,NA
1993,Little,NA,65,NA
1993,Little,NA,65,NA
1993,Brac,NA,61,NA
1993,Brac,NA,58,NA
1993,Brac,NA,63,NA
1993,Brac,NA,56,NA
1993,Brac,NA,61,NA
1993,Brac,NA,64,NA
1993,Little,NA,66,NA
1993,Little,NA,50,NA
1993,Little,NA,64,NA
1993,Little,NA,52,NA
1993,Little,NA,63,NA
1993,Little,NA,58,NA
1993,Little,NA,60,NA
1993,Little,NA,56,NA
1993,Little,NA,59,NA
1993,Brac,NA,59,NA
1993,Brac,NA,61,NA
1993,Brac,NA,48,NA
1993,Brac,NA,55,NA
1993,Brac,NA,62,NA
1993,Brac,NA,64,NA
1993,Brac,NA,53,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,71,NA
1995,Little,NA,51,NA
1995,Little,NA,53.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,68.5,NA
1995,Little,NA,56,NA
1995,Little,NA,46,NA
1995,Little,NA,46,NA
1995,Little,NA,51,NA
1995,Little,NA,61,NA
1995,Little,NA,46,NA
1995,Little,NA,53.5,NA
1995,Little,NA,61,NA
1995,Little,NA,61,NA
1995,Little,NA,53.5,NA
1995,Little,NA,48,NA
1995,Little,NA,61,NA
1995,Little,NA,53.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,71,NA
1995,Little,NA,66,NA
1995,Little,NA,71,NA
1995,Little,NA,53,NA
1995,Little,NA,56,NA
1995,Little,NA,57,NA
1995,Little,NA,48.5,NA
1995,Little,NA,61,NA
1995,Little,NA,51,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,71,NA
1995,Little,NA,66,NA
1995,Little,NA,61,NA
1995,Little,NA,48.5,NA
1995,Little,NA,61,NA
1995,Little,NA,51,NA
1995,Little,NA,58.5,NA
1995,Little,NA,48.5,NA
1995,Little,NA,68.5,NA
1995,Little,NA,56,NA
1995,Little,NA,54.5,NA
1995,Little,NA,68.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,71,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,61,NA
1995,Little,NA,46,NA
1995,Little,NA,61,NA
1995,Little,NA,65,NA
1995,Little,NA,61,NA
1995,Little,NA,53.5,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,63.5,NA
1995,Little,NA,51,NA
1995,Little,NA,53.5,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,56,NA
1995,Little,NA,61,NA
1995,Little,NA,58.5,NA
1995,Little,NA,47,NA
1995,Little,NA,58.5,NA
1995,Little,NA,56,NA
1995,Little,NA,47,NA
1995,Little,NA,71,NA
1995,Little,NA,61,NA
1995,Little,NA,63.5,NA
1995,Little,NA,51,NA
1995,Little,NA,48.5,NA
1995,Little,NA,66,NA
1995,Little,NA,61,NA
1995,Little,NA,63.5,NA
1995,Little,NA,71,NA
1995,Little,NA,51,NA
1995,Little,NA,61,NA
1995,Little,NA,71,NA
1995,Little,NA,58.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,63.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,68.5,NA
1995,Little,NA,68.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,54.5,NA
1995,Little,NA,51,NA
1995,Little,NA,68.5,NA
1995,Little,NA,43,NA
1995,Little,NA,56,NA
1995,Little,NA,49.5,NA
1995,Little,NA,67.5,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,63.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,56,NA
1995,Little,NA,61,NA
1995,Little,NA,46,NA
1995,Little,NA,66,NA
1995,Little,NA,56,NA
1995,Little,NA,63.5,NA
1995,Little,NA,51,NA
1995,Little,NA,53.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,69,NA
1995,Little,NA,58.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,57,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,53.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,52,NA
1995,Little,NA,74,NA
1995,Little,NA,62,NA
1995,Little,NA,58.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,56,NA
1995,Little,NA,53.5,NA
1995,Little,NA,68.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,74,NA
1995,Little,NA,51,NA
1995,Little,NA,51,NA
1995,Little,NA,63.5,NA
1995,Little,NA,63.5,NA
1995,Little,NA,61,NA
1995,Little,NA,60,NA
1995,Little,NA,58.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,52,NA
1995,Little,NA,52,NA
1995,Little,NA,56,NA
1995,Little,NA,48.5,NA
1995,Little,NA,56,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,63.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,57,NA
1995,Little,NA,56,NA
1995,Little,NA,67.5,NA
1995,Little,NA,56,NA
1995,Little,NA,48.5,NA
1995,Little,NA,61,NA
1995,Little,NA,53.5,NA
1995,Little,NA,49.5,NA
1995,Little,NA,49.5,NA
1995,Little,NA,54.5,NA
1995,Little,NA,56,NA
1995,Little,NA,71,NA
1995,Little,NA,63.5,NA
1995,Little,NA,71,NA
1995,Little,NA,58.5,NA
1995,Little,NA,63.5,NA
1995,Little,NA,49.5,NA
1995,Little,NA,57,NA
1995,Little,NA,51,NA
1995,Little,NA,54.5,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,60,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,62,NA
1995,Little,NA,57,NA
1995,Little,NA,56,NA
1995,Little,NA,51,NA
1995,Little,NA,56,NA
1995,Little,NA,66,NA
1995,Little,NA,56,NA
1995,Little,NA,57,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,56,NA
1995,Little,NA,60,NA
1995,Little,NA,61,NA
1995,Little,NA,71,NA
1995,Little,NA,49.5,NA
1995,Little,NA,61,NA
1995,Little,NA,61,NA
1995,Little,NA,61,NA
1995,Little,NA,60,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,70,NA
1995,Little,NA,61,NA
1995,Little,NA,58.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,74,NA
1995,Little,NA,61,NA
1995,Little,NA,58.5,NA
1995,Little,NA,66,NA
1995,Little,NA,68.5,NA
1995,Little,NA,57,NA
1995,Little,NA,51,NA
1995,Little,NA,71,NA
1995,Little,NA,57,NA
1995,Little,NA,53.5,NA
1995,Little,NA,66,NA
1995,Little,NA,56,NA
1995,Little,NA,57,NA
1995,Little,NA,48,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,53,NA
1995,Little,NA,61,NA
1995,Little,NA,68.5,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,58.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,53,NA
1995,Little,NA,66,NA
1995,Little,NA,63.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,66,NA
1995,Little,NA,56,NA
1995,Little,NA,51,NA
1995,Little,NA,66,NA
1995,Little,NA,56,NA
1995,Little,NA,61,NA
1995,Little,NA,53.5,NA
1995,Little,NA,53,NA
1995,Little,NA,68.5,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,66,NA
1995,Little,NA,74,NA
1995,Little,NA,71,NA
1995,Little,NA,61,NA
1995,Little,NA,63.5,NA
1995,Little,NA,74,NA
1995,Little,NA,61,NA
1995,Little,NA,58.5,NA
1995,Little,NA,56,NA
1995,Little,NA,51,NA
1995,Little,NA,66,NA
1995,Little,NA,71,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,62,NA
1995,Little,NA,56,NA
1995,Little,NA,65,NA
1995,Little,NA,58.5,NA
1995,Little,NA,56,NA
1995,Little,NA,61,NA
1995,Little,NA,61,NA
1995,Little,NA,48.5,NA
1995,Little,NA,56,NA
1995,Little,NA,71,NA
1995,Little,NA,51,NA
1995,Little,NA,56,NA
1995,Little,NA,68.5,NA
1995,Little,NA,53,NA
1995,Little,NA,61,NA
1995,Little,NA,61,NA
1995,Little,NA,53,NA
1995,Little,NA,53,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,58.5,NA
1995,Little,NA,51,NA
1995,Little,NA,56,NA
1995,Little,NA,68.5,NA
1995,Little,NA,56,NA
1995,Little,NA,63.5,NA
1995,Little,NA,53.5,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,66,NA
1995,Little,NA,58.5,NA
1995,Little,NA,66,NA
1995,Little,NA,66,NA
1995,Little,NA,53.5,NA
1995,Little,NA,56,NA
1995,Little,NA,51,NA
1995,Little,NA,79,NA
1995,Little,NA,56,NA
1995,Little,NA,63.5,NA
1995,Little,NA,52,NA
1995,Little,NA,53.5,NA
1995,Little,NA,51,NA
1995,Little,NA,56,NA
1995,Little,NA,66,NA
1995,Little,NA,61,NA
1995,Little,NA,58.5,NA
1995,Little,NA,61,NA
1995,Little,NA,63.5,NA
1995,Little,NA,66,NA
1995,Little,NA,66,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,58.4,NA
1995,Little,NA,61,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,71,NA
1995,Little,NA,53.3,NA
1995,Little,NA,57,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,54.5,NA
1995,Little,NA,54.6,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,60,NA
1995,Little,NA,56,NA
1995,Little,NA,56,NA
1995,Little,NA,61,NA
1995,Little,NA,68.5,NA
1995,Little,NA,61,NA
1995,Little,NA,63.5,NA
1995,Little,NA,63.5,NA
