Year,Island,Age,Length_cm,Weight_kg
1995,Little,NA,61,NA
1995,Little,NA,66,NA
1995,Little,NA,61,NA
1995,Little,NA,51,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,58.42,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,58.42,NA
1995,Brac,NA,63.5,NA
1995,Brac,NA,55.88,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,48.26,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,55.88,NA
1995,Brac,NA,58.42,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,67.31,NA
1995,Brac,NA,63.5,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,58.42,NA
1995,Brac,NA,55.88,NA
1995,Brac,NA,58.42,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,55.88,NA
1995,Brac,NA,63.5,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,55.88,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,55.88,NA
1995,Brac,NA,73.66,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,58.42,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,63.5,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,58.42,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,48.26,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,63.5,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,60.96,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,73.66,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,68.58,NA
1995,Brac,NA,71.12,NA
1995,Brac,NA,73.66,NA
1995,Brac,NA,66.04,NA
1995,Brac,NA,60.96,NA
1995,Grand,NA,66.5,NA
1995,Grand,NA,82.5,NA
1995,Grand,NA,60,NA
1995,Grand,NA,60,NA
1995,Grand,NA,56,NA
1995,Grand,NA,60,NA
1995,Grand,NA,62,NA
1995,Grand,NA,59,NA
1995,Grand,NA,61,NA
1995,Grand,NA,53.5,NA
1995,Grand,NA,55.5,NA
1995,Grand,NA,60.5,NA
1995,Grand,NA,58,NA
1995,Grand,NA,72.4,NA
1995,Grand,NA,51,NA
1995,Grand,NA,63,NA
1995,Grand,NA,57.5,NA
1995,Grand,NA,74.5,NA
1995,Grand,NA,65.3,NA
1995,Grand,NA,60.3,NA
1995,Grand,NA,61,NA
1995,Grand,NA,63,NA
1995,Grand,NA,50,NA
1997,Grand,NA,60,NA
1997,Grand,NA,65,NA
1997,Grand,NA,60,NA
1997,Grand,NA,68,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,56,NA
1997,Grand,NA,60,NA
1997,Grand,NA,54,NA
1997,Grand,NA,61,NA
1997,Grand,NA,63,NA
1997,Grand,NA,60,NA
1997,Grand,NA,54,NA
1997,Grand,NA,61,NA
1997,Grand,NA,63,NA
1997,Grand,NA,60,NA
1997,Grand,NA,54,NA
1997,Grand,NA,60,NA
1997,Grand,NA,61,NA
1997,Grand,NA,56,NA
1997,Grand,NA,58.5,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,61.5,NA
1997,Grand,NA,66,NA
1997,Grand,NA,61,NA
1997,Grand,NA,63,NA
1997,Grand,NA,60,NA
1997,Grand,NA,56,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,58,NA
1997,Grand,NA,58.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,70,NA
1997,Grand,NA,66,NA
1997,Grand,NA,60,NA
1997,Grand,NA,54,NA
1997,Grand,NA,56,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,58,NA
1997,Grand,NA,61,NA
1997,Grand,NA,61.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,54,NA
1997,Grand,NA,62,NA
1997,Grand,NA,60,NA
1997,Grand,NA,66,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,63,NA
1997,Grand,NA,60.5,NA
1997,Grand,NA,65,NA
1997,Grand,NA,61,NA
1997,Grand,NA,63,NA
1997,Grand,NA,58,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,59,NA
1997,Grand,NA,60,NA
1997,Grand,NA,54,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,69.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,62,NA
1997,Grand,NA,61,NA
1997,Grand,NA,56,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,56,NA
1997,Grand,NA,48,NA
1997,Grand,NA,60,NA
1997,Grand,NA,56,NA
1997,Grand,NA,61,NA
1997,Grand,NA,65,NA
1997,Grand,NA,63,NA
1997,Grand,NA,63,NA
1997,Grand,NA,60,NA
1997,Grand,NA,54.5,NA
1997,Grand,NA,56,NA
1997,Grand,NA,60,NA
1997,Grand,NA,65,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60.5,NA
1997,Grand,NA,61,NA
1997,Grand,NA,65,NA
1997,Grand,NA,60,NA
1997,Grand,NA,56,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,63,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,61.5,NA
1997,Grand,NA,61,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,56,NA
1997,Grand,NA,56,NA
1997,Grand,NA,61,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,61,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60.5,NA
1997,Grand,NA,54.5,NA
1997,Grand,NA,61,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,61.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,63,NA
1997,Grand,NA,63,NA
1997,Grand,NA,68,NA
1997,Grand,NA,56,NA
1997,Grand,NA,56,NA
1997,Grand,NA,60,NA
1997,Grand,NA,61,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,56.5,NA
1997,Grand,NA,60,NA
1997,Grand,NA,61,NA
1997,Grand,NA,56,NA
1997,Grand,NA,60,NA
1997,Grand,NA,63,NA
1997,Grand,NA,60,NA
1997,Grand,NA,60,NA
1997,Grand,NA,61,NA
1998,Brac,NA,54,NA
1998,Brac,NA,54,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,65,NA
1998,Brac,NA,68,NA
1998,Brac,NA,68,NA
1998,Brac,NA,66,NA
1998,Brac,NA,63,NA
1998,Brac,NA,60,NA
1998,Brac,NA,69,NA
1998,Brac,NA,71,NA
1998,Brac,NA,74,NA
1998,Brac,NA,87,NA
1998,Brac,NA,53,NA
1998,Brac,NA,61,NA
1998,Brac,NA,59,NA
1998,Brac,NA,47,NA
1998,Brac,NA,49,NA
1998,Brac,NA,54,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,68,NA
1998,Brac,NA,68,NA
1998,Brac,NA,54,NA
1998,Brac,NA,59,NA
1998,Brac,NA,59,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,65,NA
1998,Brac,NA,66,NA
1998,Brac,NA,66,NA
1998,Brac,NA,69,NA
1998,Brac,NA,54,NA
1998,Brac,NA,54,NA
1998,Brac,NA,56,NA
1998,Brac,NA,59,NA
1998,Brac,NA,59,NA
1998,Brac,NA,59,NA
1998,Brac,NA,59,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,60.5,NA
1998,Brac,NA,64,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,68,NA
1998,Brac,NA,68,NA
1998,Brac,NA,70,NA
1998,Brac,NA,70,NA
1998,Brac,NA,73,NA
1998,Brac,NA,56,NA
1998,Brac,NA,63,NA
1998,Brac,NA,70,NA
1998,Brac,NA,65,NA
1998,Brac,NA,65,NA
1998,Brac,NA,68,NA
1998,Brac,NA,70,NA
1998,Brac,NA,75,NA
1998,Brac,NA,82,NA
1998,Brac,NA,54,NA
1998,Brac,NA,56,NA
1998,Brac,NA,59,NA
1998,Brac,NA,59,NA
1998,Brac,NA,60,NA
1998,Brac,NA,61,NA
1998,Brac,NA,63,NA
1998,Brac,NA,64,NA
1998,Brac,NA,64,NA
1998,Brac,NA,65,NA
1998,Brac,NA,66,NA
1998,Brac,NA,66,NA
1998,Brac,NA,66,NA
1998,Brac,NA,68,NA
1998,Brac,NA,68,NA
1998,Brac,NA,68,NA
1998,Brac,NA,69,NA
1998,Brac,NA,69,NA
1998,Brac,NA,70,NA
1998,Brac,NA,70,NA
1998,Brac,NA,70,NA
1998,Brac,NA,71,NA
1998,Brac,NA,72,NA
1998,Brac,NA,80,NA
1998,Brac,NA,80,NA
1998,Brac,NA,84,NA
2000,PickleBank,NA,53,NA
2000,PickleBank,NA,55,NA
2000,PickleBank,NA,55,NA
2000,PickleBank,NA,55,NA
2000,PickleBank,NA,55,NA
2000,PickleBank,NA,55.5,NA
2000,PickleBank,NA,56,NA
2000,PickleBank,NA,57,NA
2000,PickleBank,NA,58,NA
2000,PickleBank,NA,58,NA
2000,PickleBank,NA,58,NA
2000,PickleBank,NA,58,NA
2000,PickleBank,NA,58.5,NA
2000,PickleBank,NA,60,NA
2000,PickleBank,NA,60,NA
2000,PickleBank,NA,60,NA
2000,PickleBank,NA,60.5,NA
2000,PickleBank,NA,60.5,NA
2000,PickleBank,NA,60.5,NA
2000,PickleBank,NA,60.5,NA
2000,PickleBank,NA,61,NA
2000,PickleBank,NA,61,NA
2000,PickleBank,NA,61,NA
2000,PickleBank,NA,61.5,NA
2000,PickleBank,NA,62,NA
2000,PickleBank,NA,62,NA
2000,PickleBank,NA,62.5,NA
2000,PickleBank,NA,63,NA
2000,PickleBank,NA,63,NA
2000,PickleBank,NA,63.5,NA
2000,PickleBank,NA,64,NA
2000,PickleBank,NA,64,NA
2000,PickleBank,NA,64.5,NA
2000,PickleBank,NA,64.5,NA
2000,PickleBank,NA,64.5,NA
2000,PickleBank,NA,64.5,NA
2000,PickleBank,NA,65,NA
2000,PickleBank,NA,65,NA
2000,PickleBank,NA,65,NA
2000,PickleBank,NA,65,NA
2000,PickleBank,NA,65,NA
2000,PickleBank,NA,65,NA
2000,PickleBank,NA,65,NA
2000,PickleBank,NA,65.5,NA
2000,PickleBank,NA,66,NA
2000,PickleBank,NA,66,NA
2000,PickleBank,NA,66,NA
2000,PickleBank,NA,66,NA
2000,PickleBank,NA,66,NA
2000,PickleBank,NA,66,NA
2000,PickleBank,NA,66,NA
2000,PickleBank,NA,66.5,NA
2000,PickleBank,NA,67,NA
2000,PickleBank,NA,67,NA
2000,PickleBank,NA,67,NA
2000,PickleBank,NA,67.5,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68,NA
2000,PickleBank,NA,68.5,NA
2000,PickleBank,NA,68.5,NA
2000,PickleBank,NA,68.5,NA
2000,PickleBank,NA,68.5,NA
2000,PickleBank,NA,68.5,NA
2000,PickleBank,NA,68.5,NA
2000,PickleBank,NA,69,NA
2000,PickleBank,NA,69,NA
2000,PickleBank,NA,69,NA
2000,PickleBank,NA,69,NA
2000,PickleBank,NA,69,NA
2000,PickleBank,NA,69,NA
2000,PickleBank,NA,69.5,NA
2000,PickleBank,NA,69.5,NA
2000,PickleBank,NA,69.5,NA
2000,PickleBank,NA,69.5,NA
2000,PickleBank,NA,69.5,NA
2000,PickleBank,NA,69.5,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70,NA
2000,PickleBank,NA,70.5,NA
2000,PickleBank,NA,70.5,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71,NA
2000,PickleBank,NA,71.5,NA
2000,PickleBank,NA,71.5,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72,NA
2000,PickleBank,NA,72.5,NA
2000,PickleBank,NA,72.5,NA
2000,PickleBank,NA,72.68,NA
2000,PickleBank,NA,73,NA
2000,PickleBank,NA,73,NA
2000,PickleBank,NA,73,NA
2000,PickleBank,NA,73,NA
2000,PickleBank,NA,73,NA
2000,PickleBank,NA,73,NA
2000,PickleBank,NA,73,NA
2000,PickleBank,NA,73.5,NA
2000,PickleBank,NA,74,NA
2000,PickleBank,NA,74,NA
2000,PickleBank,NA,74,NA
2000,PickleBank,NA,74,NA
2000,PickleBank,NA,74,NA
2000,PickleBank,NA,74,NA
2000,PickleBank,NA,74.5,NA
2000,PickleBank,NA,74.5,NA
2000,PickleBank,NA,74.5,NA
2000,PickleBank,NA,75,NA
2000,PickleBank,NA,75,NA
2000,PickleBank,NA,75,NA
2000,PickleBank,NA,75,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,76,NA
2000,PickleBank,NA,77,NA
2000,PickleBank,NA,77,NA
2000,PickleBank,NA,77,NA
2000,PickleBank,NA,77.5,NA
2000,PickleBank,NA,78,NA
2000,PickleBank,NA,79,NA
2000,PickleBank,NA,80,NA
2000,PickleBank,NA,82,NA
2000,Brac,NA,61,NA
2000,Brac,NA,56,NA
2000,Brac,NA,56,NA
2000,Brac,NA,51,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,43,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,35.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,66,NA
2000,Brac,NA,61,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,51,NA
2000,Brac,NA,61,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,61,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,66,NA
2000,Brac,NA,56,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,40.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,40.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,38,NA
2000,Brac,NA,66,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,63.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,61,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,43,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,51,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,61,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,51,NA
2000,Brac,NA,61,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,61,NA
2000,Brac,NA,51,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,61,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,43,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,43,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,40.5,NA
2000,Brac,NA,68.5,NA
2000,Brac,NA,71,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,35.5,NA
2000,Brac,NA,40.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,66,NA
2000,Brac,NA,61,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,43,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,71,NA
2000,Brac,NA,68.5,NA
2000,Brac,NA,66,NA
2000,Brac,NA,61,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,63.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,51,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,71,NA
2000,Brac,NA,71,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,63.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,71,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,53.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,61,NA
2000,Brac,NA,63.5,NA
2000,Brac,NA,68.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,66,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,68.5,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,56,NA
2000,Brac,NA,68.5,NA
2000,Brac,NA,66,NA
2000,Brac,NA,68.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,66,NA
2000,Brac,NA,66,NA
2000,Brac,NA,61,NA
2000,Brac,NA,51,NA
2000,Brac,NA,49.5,NA
2000,Brac,NA,54.5,NA
2000,Brac,NA,61,NA
2000,Brac,NA,62,NA
2000,Brac,NA,51,NA
2000,Brac,NA,54.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,65.5,NA
2000,Brac,NA,66,NA
2000,Brac,NA,68.5,NA
2000,Brac,NA,54.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,51,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,61,NA
2000,Brac,NA,58.5,NA
2000,Brac,NA,51,NA
2000,Brac,NA,58,NA
2000,Brac,NA,71,NA
2000,Brac,NA,45.5,NA
2000,Brac,NA,56,NA
2000,Brac,NA,51,NA
2000,Brac,NA,48.5,NA
2000,Brac,NA,43,NA
2000,Brac,NA,58.5,NA
1994,Little,NA,72.39,NA
1994,Little,NA,63.5,NA
1994,Little,NA,67.31,NA
1994,Little,NA,54.61,NA
1994,Little,NA,67.31,NA
1994,Little,NA,63.5,NA
1994,Little,NA,57.15,NA
1994,Little,NA,56.515,NA
1994,Little,NA,66.675,NA
1994,Little,NA,67.31,NA
1994,Little,NA,63.5,NA
1994,Little,NA,52.705,NA
1994,Little,NA,60.96,NA
1994,Little,NA,58.42,NA
1994,Little,NA,50.8,NA
1994,Little,NA,58.42,NA
1994,Little,NA,60.96,NA
1994,Little,NA,69.85,NA
1994,Little,NA,50.8,NA
1994,Little,NA,54.61,NA
1994,Little,NA,59.69,NA
1994,Little,NA,56.515,NA
1994,Little,NA,63.5,NA
1994,Little,NA,55.245,NA
1994,Little,NA,58.42,NA
1994,Little,NA,57.15,NA
1994,Little,NA,65.405,NA
1994,Little,NA,52.07,NA
1994,Little,NA,58.42,NA
1994,Little,NA,59.69,NA
1994,Little,NA,54.61,NA
1994,Little,NA,55.245,NA
1994,Little,NA,55.88,NA
1994,Little,NA,54.61,NA
1994,Little,NA,59.69,NA
