Year,Island,Age,Length_cm,Weight_kg
1994,Little,NA,55.88,NA
1994,Little,NA,51.435,NA
1994,Little,NA,55.88,NA
1994,Little,NA,60.325,NA
1994,Little,NA,53.34,NA
1994,Little,NA,49.53,NA
1994,Little,NA,53.34,NA
1994,Little,NA,54.61,NA
1994,Little,NA,54.61,NA
1994,Little,NA,59.055,NA
1994,Little,NA,53.975,NA
1994,Little,NA,66.04,NA
1994,Little,NA,67.31,NA
1994,Little,NA,53.34,NA
1994,Little,NA,55.88,NA
1994,Little,NA,50.8,NA
1994,Little,NA,53.34,NA
1994,Little,NA,60.96,NA
1994,Little,NA,55.88,NA
1994,Little,NA,57.15,NA
1994,Little,NA,48.26,NA
1994,Little,NA,53.34,NA
1994,Little,NA,52.705,NA
1994,Little,NA,50.8,NA
1994,Little,NA,53.34,NA
1994,Little,NA,58.42,NA
1994,Little,NA,60.96,NA
1994,Little,NA,53.975,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,53.34,NA
1994,Little,NA,58.42,NA
1994,Little,NA,53.975,NA
1994,Little,NA,58.42,NA
1994,Little,NA,52.07,NA
1994,Little,NA,60.96,NA
1994,Little,NA,57.15,NA
1994,Little,NA,53.34,NA
1994,Little,NA,64.77,NA
1994,Little,NA,58.42,NA
1994,Little,NA,53.34,NA
1994,Little,NA,55.88,NA
1994,Little,NA,48.26,NA
1994,Little,NA,67.31,NA
1994,Little,NA,53.34,NA
1994,Little,NA,52.705,NA
1994,Little,NA,46.99,NA
1994,Little,NA,58.42,NA
1994,Little,NA,66.04,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,59.69,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,53.34,NA
1994,Brac,NA,52.07,NA
1994,Brac,NA,59.69,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,66.04,NA
1994,Brac,NA,66.04,NA
1994,Brac,NA,54.61,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,54.61,NA
1994,Brac,NA,58.42,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,69.85,NA
1994,Brac,NA,64.77,NA
1994,Brac,NA,57.15,NA
1994,Brac,NA,50.8,NA
1994,Brac,NA,62.23,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,62.23,NA
1994,Brac,NA,57.15,NA
1994,Brac,NA,57.15,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,57.15,NA
1994,Brac,NA,52.07,NA
1994,Brac,NA,62.23,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,66.04,NA
1994,Brac,NA,64.77,NA
1994,Brac,NA,59.69,NA
1994,Brac,NA,62.23,NA
1994,Brac,NA,68.58,NA
1994,Brac,NA,66.04,NA
1994,Brac,NA,58.42,NA
1994,Brac,NA,58.42,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,54.61,NA
1994,Brac,NA,57.15,NA
1994,Brac,NA,62.23,NA
1994,Little,NA,55.245,NA
1994,Little,NA,54.61,NA
1994,Little,NA,54.61,NA
1994,Little,NA,57.15,NA
1994,Little,NA,53.34,NA
1994,Little,NA,53.34,NA
1994,Little,NA,56.515,NA
1994,Little,NA,48.26,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,52.705,NA
1994,Little,NA,52.07,NA
1994,Little,NA,57.15,NA
1994,Little,NA,57.15,NA
1994,Little,NA,67.31,NA
1994,Little,NA,62.23,NA
1994,Little,NA,57.15,NA
1994,Little,NA,53.34,NA
1994,Little,NA,58.42,NA
1994,Little,NA,60.96,NA
1994,Little,NA,49.53,NA
1994,Little,NA,55.88,NA
1994,Little,NA,60.96,NA
1994,Little,NA,53.34,NA
1994,Little,NA,53.34,NA
1994,Little,NA,63.5,NA
1994,Little,NA,57.15,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,60.96,NA
1994,Little,NA,60.96,NA
1994,Little,NA,71.12,NA
1994,Little,NA,50.8,NA
1994,Little,NA,48.26,NA
1994,Little,NA,63.5,NA
1994,Little,NA,48.26,NA
1994,Little,NA,53.34,NA
1994,Little,NA,53.34,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,55.88,NA
1994,Little,NA,50.8,NA
1994,Little,NA,55.88,NA
1994,Little,NA,66.04,NA
1994,Little,NA,55.88,NA
1994,Little,NA,55.88,NA
1994,Little,NA,55.88,NA
1994,Little,NA,50.8,NA
1994,Little,NA,55.88,NA
1994,Little,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,52.07,NA
1994,Little,NA,54.61,NA
1994,Little,NA,60.96,NA
1994,Little,NA,58.42,NA
1994,Little,NA,54.61,NA
1994,Little,NA,57.15,NA
1994,Little,NA,62.23,NA
1994,Little,NA,50.8,NA
1994,Little,NA,57.15,NA
1994,Little,NA,54.61,NA
1994,Little,NA,54.61,NA
1994,Little,NA,57.15,NA
1994,Little,NA,53.34,NA
1994,Little,NA,52.07,NA
1994,Little,NA,54.61,NA
1994,Little,NA,63.5,NA
1994,Little,NA,53.34,NA
1994,Little,NA,66.04,NA
1994,Little,NA,68.58,NA
1994,Little,NA,64.77,NA
1994,Little,NA,60.96,NA
1994,Little,NA,66.04,NA
1994,Little,NA,52.07,NA
1994,Little,NA,52.07,NA
1994,Little,NA,68.58,NA
1994,Little,NA,58.42,NA
1994,Little,NA,69.85,NA
1994,Little,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,66.04,NA
1994,Little,NA,66.04,NA
1994,Little,NA,60.96,NA
1994,Little,NA,53.34,NA
1994,Little,NA,64.77,NA
1994,Little,NA,53.34,NA
1994,Little,NA,50.8,NA
1994,Little,NA,53.34,NA
1994,Little,NA,54.61,NA
1994,Little,NA,50.8,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,66.04,NA
1994,Little,NA,60.96,NA
1994,Brac,NA,54.61,NA
1994,Brac,NA,52.07,NA
1994,Brac,NA,74.93,NA
1994,Brac,NA,55.88,NA
1994,Brac,NA,61.595,NA
1994,Brac,NA,52.07,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,52.07,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,66.04,NA
1994,Brac,NA,50.8,NA
1994,Brac,NA,53.34,NA
1994,Brac,NA,61.595,NA
1994,Brac,NA,62.23,NA
1994,Brac,NA,64.77,NA
1994,Brac,NA,63.5,NA
1994,Brac,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,60.96,NA
1994,Little,NA,63.5,NA
1994,Little,NA,60.96,NA
1994,Little,NA,62.23,NA
1994,Little,NA,68.58,NA
1994,Little,NA,76.2,NA
1994,Little,NA,55.88,NA
1994,Little,NA,68.58,NA
1994,Little,NA,55.88,NA
1994,Little,NA,55.88,NA
1994,Little,NA,60.96,NA
1994,Little,NA,57.785,NA
1994,Little,NA,71.12,NA
1994,Little,NA,71.12,NA
1994,Little,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,53.34,NA
1994,Little,NA,57.15,NA
1994,Little,NA,64.77,NA
1994,Little,NA,55.88,NA
1994,Little,NA,52.07,NA
1994,Little,NA,55.88,NA
1994,Little,NA,68.58,NA
1994,Little,NA,55.88,NA
1994,Little,NA,59.69,NA
1994,Little,NA,57.15,NA
1994,Little,NA,55.88,NA
1994,Little,NA,57.15,NA
1994,Little,NA,49.53,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,58.42,NA
1994,Little,NA,57.15,NA
1994,Little,NA,60.96,NA
1994,Little,NA,68.58,NA
1994,Little,NA,63.5,NA
1994,Little,NA,64.77,NA
1994,Little,NA,63.5,NA
1994,Little,NA,63.5,NA
1994,Little,NA,59.69,NA
1994,Little,NA,64.77,NA
1994,Little,NA,55.88,NA
1994,Little,NA,55.88,NA
1994,Little,NA,50.8,NA
1994,Little,NA,48.26,NA
1994,Little,NA,58.42,NA
1994,Little,NA,55.88,NA
1994,Little,NA,57.15,NA
1994,Little,NA,52.07,NA
1994,Little,NA,60.96,NA
1994,Little,NA,48.26,NA
1994,Little,NA,52.07,NA
1994,Little,NA,60.96,NA
1994,Little,NA,48.26,NA
1994,Little,NA,52.07,NA
1994,Little,NA,66.04,NA
1994,Little,NA,60.96,NA
1994,Little,NA,63.5,NA
1994,Little,NA,62.23,NA
1994,Little,NA,60.96,NA
1994,Little,NA,60.96,NA
1994,Little,NA,52.07,NA
1994,Little,NA,55.88,NA
1994,Little,NA,54.61,NA
1994,Little,NA,57.15,NA
1994,Little,NA,63.5,NA
1994,Little,NA,60.96,NA
1994,Little,NA,60.96,NA
1994,Little,NA,54.61,NA
1994,Little,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,60.96,NA
1994,Little,NA,57.15,NA
1994,Little,NA,60.96,NA
1994,Little,NA,54.61,NA
1994,Little,NA,48.895,NA
1994,Little,NA,53.34,NA
1994,Little,NA,58.42,NA
1994,Little,NA,64.77,NA
1994,Little,NA,50.8,NA
1994,Little,NA,55.88,NA
1994,Little,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,62.865,NA
1994,Little,NA,66.04,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,55.88,NA
1994,Little,NA,63.5,NA
1994,Little,NA,55.88,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,48.26,NA
1994,Little,NA,58.42,NA
1994,Little,NA,55.88,NA
1994,Little,NA,50.8,NA
1994,Little,NA,66.04,NA
1994,Little,NA,54.61,NA
1994,Little,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,53.34,NA
1994,Little,NA,48.26,NA
1994,Little,NA,64.77,NA
1994,Little,NA,60.96,NA
1994,Little,NA,55.88,NA
1994,Little,NA,58.42,NA
1994,Little,NA,50.8,NA
1994,Little,NA,66.04,NA
1994,Little,NA,48.26,NA
1994,Little,NA,63.5,NA
1994,Little,NA,58.42,NA
1994,Little,NA,59.69,NA
1994,Little,NA,66.04,NA
1994,Little,NA,64.77,NA
1994,Little,NA,58.42,NA
1994,Little,NA,59.69,NA
1994,Little,NA,63.5,NA
1994,Little,NA,67.31,NA
1994,Little,NA,55.88,NA
1994,Little,NA,63.5,NA
1994,Little,NA,62.23,NA
1994,Little,NA,60.96,NA
1994,Little,NA,55.88,NA
1994,Little,NA,53.34,NA
1994,Little,NA,66.04,NA
1994,Little,NA,63.5,NA
1994,Little,NA,50.8,NA
1994,Little,NA,68.58,NA
1994,Little,NA,60.96,NA
1994,Little,NA,58.42,NA
1994,Little,NA,48.26,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,68.58,NA
1994,Brac,NA,63.5,NA
1994,Brac,NA,66.04,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,66.04,NA
1994,Brac,NA,60.96,NA
1994,Brac,NA,60.96,NA
2002,Little,NA,69,NA
2002,Little,NA,60,NA
2002,Little,NA,62,NA
2002,Little,NA,55.5,NA
2002,Little,NA,57,NA
2002,Little,NA,72,NA
2002,Little,NA,80,NA
2002,Little,NA,59,NA
2002,Little,NA,68,NA
2002,Little,NA,54,NA
2002,Little,NA,71,NA
2002,Little,NA,73,NA
2002,Little,NA,77,NA
2002,Little,NA,73.5,NA
2002,Little,NA,75,NA
2002,Little,NA,70,NA
2002,Little,NA,86,NA
2002,Little,NA,73,NA
2002,Little,NA,72,NA
2002,Little,NA,73,NA
2002,Little,NA,73,NA
2002,Little,NA,68,NA
2002,Little,NA,65,NA
2002,Little,NA,49.5,NA
2002,Little,NA,50,NA
2002,Little,NA,59,NA
2002,Little,NA,66,NA
2002,Little,NA,61.5,NA
2002,Little,NA,68.5,NA
2002,Little,NA,65.5,NA
2002,Little,NA,61.5,NA
2002,Little,NA,65.5,NA
2002,Little,NA,63,NA
2002,Little,NA,52,NA
2002,Little,NA,62,NA
2002,Little,NA,68,NA
2002,Little,NA,73.5,NA
2002,Little,NA,58.5,NA
2002,Little,NA,51.5,NA
2002,Little,NA,51,NA
2002,Little,NA,54,NA
2002,Little,NA,57,NA
2002,Little,NA,63.5,NA
2002,Little,NA,68,NA
2002,Little,NA,60,NA
2002,Little,NA,57,NA
2002,Little,NA,53,NA
2002,Little,NA,78,NA
2002,Little,NA,73,NA
2002,Little,NA,66.5,NA
2002,Little,NA,66,NA
2002,Little,NA,72.5,NA
2002,Little,NA,74.5,NA
2002,Little,NA,52.5,NA
2002,Little,NA,53,NA
2002,Little,NA,68,NA
2002,Little,NA,76,NA
2002,Little,NA,55,NA
2002,Little,NA,53,NA
2002,Little,NA,58,NA
2002,Little,NA,62,NA
2002,Little,NA,74,NA
2002,Little,NA,57,NA
2002,Little,NA,59,NA
2002,Little,NA,70,NA
2002,Little,NA,69,NA
2002,Little,NA,56,NA
2002,Little,NA,53,NA
2002,Little,NA,55.5,NA
2002,Little,NA,66,NA
2002,Little,NA,61.5,NA
2002,Little,NA,61,NA
2002,Little,NA,54.5,NA
2002,Little,NA,51,NA
2002,Little,NA,55,NA
2002,Little,NA,56.5,NA
2002,Little,NA,65,NA
2002,Little,NA,60.5,NA
2002,Little,NA,55,NA
2002,Little,NA,77,NA
2002,Little,NA,61,NA
2002,Little,NA,61,NA
2002,Little,NA,62,NA
2002,Little,NA,65,NA
2002,Little,NA,60,NA
2002,Little,NA,55,NA
2002,Little,NA,56,NA
2002,Little,NA,79,NA
2002,Little,NA,74,NA
2002,Little,NA,65.5,NA
2002,Little,NA,65.5,NA
2002,Little,NA,72,NA
2002,Little,NA,64,NA
2002,Little,NA,67,NA
2002,Little,NA,70,NA
2002,Little,NA,71.5,NA
2002,Little,NA,66.5,NA
2002,Little,NA,75.5,NA
2002,Little,NA,77,NA
2002,Little,NA,56,NA
2002,Little,NA,72,NA
2002,Little,NA,59,NA
2002,Little,NA,60.5,NA
2002,Little,NA,60,NA
2002,Little,NA,53,NA
2002,Little,NA,54,NA
2002,Little,NA,56,NA
2002,Little,NA,68,NA
2002,Little,NA,59,NA
2002,Little,NA,49,NA
2002,Little,NA,55,NA
2002,Little,NA,52,NA
2002,Little,NA,53,NA
2002,Little,NA,70,NA
2002,Little,NA,55,NA
2002,Little,NA,52,NA
2002,Little,NA,51,NA
2002,Little,NA,49.5,NA
2002,Little,NA,77,NA
2002,Little,NA,63,NA
2002,Little,NA,60.5,NA
2002,Little,NA,56.5,NA
2002,Little,NA,52,NA
2002,Little,NA,58.5,NA
2002,Little,NA,77.5,NA
2002,Little,NA,68.5,NA
2002,Little,NA,58.5,NA
2002,Little,NA,62,NA
2002,Little,NA,60,NA
2002,Little,NA,69,NA
2002,Little,NA,66,NA
2002,Little,NA,77,NA
2002,Little,NA,65.5,NA
2002,Little,NA,77,NA
2002,Little,NA,77,NA
2002,Little,NA,80,NA
2002,Little,NA,78,NA
2002,Little,NA,84,NA
2002,Little,NA,72,NA
2002,Little,NA,78.5,NA
2002,Little,NA,72,NA
2002,Little,NA,77,NA
2002,Little,NA,65.5,NA
2002,Little,NA,50,NA
2002,Little,NA,78.5,NA
2002,Little,NA,66,NA
2002,Little,NA,66,NA
2002,Little,NA,56,NA
2002,Little,NA,60,NA
2002,Little,NA,72,NA
2002,Little,NA,55,NA
2002,Little,NA,66.5,NA
2002,Little,NA,51.5,NA
2002,Little,NA,53,NA
2002,Little,NA,52.5,NA
2002,Little,NA,55.5,NA
2002,Little,NA,50.5,NA
2002,Little,NA,58,NA
2002,Little,NA,57,NA
2002,Little,NA,50,NA
2002,Little,NA,57.5,NA
2002,Little,NA,49.5,NA
2002,Little,NA,62,NA
2002,Little,NA,71.5,NA
2002,Little,NA,65,NA
2002,Little,NA,66,NA
2002,Little,NA,78,NA
2002,Little,NA,68,NA
2002,Little,NA,53,NA
2002,Little,NA,76.5,NA
2002,Little,NA,54,NA
2002,Little,NA,69,NA
2002,Little,NA,54,NA
2002,Little,NA,52.5,NA
2002,Little,NA,56,NA
2002,Little,NA,47,NA
2002,Little,NA,49.5,NA
2002,Little,NA,51,NA
2002,Little,NA,66,NA
2002,Little,NA,49,NA
2002,Little,NA,52.5,NA
2002,Little,NA,52,NA
2002,Little,NA,52.5,NA
2002,Little,NA,55,NA
2002,Little,NA,54,NA
2002,Little,NA,55,NA
2002,Little,NA,51.5,NA
2002,Little,NA,53,NA
2002,Little,NA,55,NA
2002,Little,NA,71.5,NA
2002,Little,NA,66,NA
2002,Little,NA,59,NA
2002,Little,NA,59,NA
2002,Little,NA,65,NA
2002,Little,NA,61,NA
2002,Little,NA,70.5,NA
2002,Little,NA,54,NA
2002,Little,NA,54.5,NA
2002,Little,NA,55.5,NA
2002,Little,NA,52,NA
2002,Little,NA,74.5,NA
2002,Little,NA,62,NA
2002,Little,NA,77,NA
2002,Little,NA,62.5,NA
2002,Little,NA,80.5,NA
2002,Little,NA,54.5,NA
2002,Little,NA,58.5,NA
2002,Little,NA,60.5,NA
2002,Little,NA,55.5,NA
2002,Little,NA,66,NA
2002,Little,NA,66,NA
2002,Little,NA,60,NA
2002,Little,NA,56,NA
2002,Little,NA,64,NA
2002,Little,NA,71,NA
2002,Little,NA,51.5,NA
2002,Little,NA,53,NA
2002,Little,NA,78.5,NA
2002,Little,NA,48,NA
2002,Little,NA,61,NA
2002,Little,NA,53,NA
2002,Little,NA,53,NA
2002,Little,NA,64,NA
2002,Little,NA,63.5,NA
2002,Little,NA,56.5,NA
2002,Little,NA,61,NA
2002,Little,NA,54.5,NA
2002,Little,NA,57,NA
2002,Little,NA,49,NA
2002,Little,NA,56,NA
2002,Little,NA,61,NA
2002,Little,NA,56,NA
2002,Little,NA,55.5,NA
2002,Little,NA,58.5,NA
2002,Little,NA,48,NA
2002,Little,NA,75.5,NA
2002,Little,NA,55,NA
2002,Little,NA,56.5,NA
2002,Little,NA,62.5,NA
2002,Little,NA,51,NA
2002,Little,NA,49.5,NA
2002,Little,NA,73,NA
2002,Little,NA,56,NA
2002,Little,NA,55,NA
2002,Little,NA,79,NA
2002,Little,NA,69,NA
2002,Little,NA,57.5,NA
2002,Little,NA,57,NA
2002,Little,NA,53.5,NA
2002,Little,NA,50.5,NA
2002,Little,NA,53,NA
2002,Little,NA,52,NA
2002,Little,NA,54.5,NA
2002,Little,NA,60.5,NA
2002,Little,NA,64,NA
2002,Little,NA,57,NA
2002,Little,NA,53,NA
2002,Little,NA,50,NA
2002,Little,NA,61,NA
2002,Little,NA,64.5,NA
2002,Little,NA,61,NA
2002,Little,NA,56,NA
2002,Little,NA,56,NA
2002,Little,NA,69,NA
2002,Little,NA,73.5,NA
2002,Little,NA,61,NA
2002,Little,NA,56,NA
2002,Little,NA,60,NA
2002,Little,NA,54,NA
2002,Little,NA,53,NA
2002,Little,NA,52,NA
2002,Little,NA,50.5,NA
2002,Little,NA,55.5,NA
2002,Little,NA,62,NA
2002,Little,NA,61,NA
2002,Little,NA,77,NA
2002,Little,NA,56.5,NA
2002,Little,NA,73.5,NA
2002,Little,NA,68.5,NA
2002,Little,NA,73,NA
2002,Little,NA,83,NA
2002,Little,NA,61,NA
2002,Little,NA,73,NA
2002,Little,NA,63,NA
2002,Little,NA,77.5,NA
2002,Little,NA,73,NA
2002,Little,NA,58.5,NA
2002,Little,NA,60,NA
2002,Little,NA,52,NA
2002,Little,NA,81,NA
2002,Little,NA,76,NA
2002,Little,NA,84,NA
2002,Little,NA,70,NA
2002,Little,NA,72.5,NA
2002,Little,NA,71,NA
2002,Little,NA,71.5,NA
2002,Little,NA,74.5,NA
2002,Little,NA,62.5,NA
2002,Little,NA,78,NA
2002,Little,NA,78.5,NA
2002,Little,NA,64,NA
2002,Little,NA,62.5,NA
2002,Little,NA,63.5,NA
2002,Little,NA,59,NA
2002,Little,NA,72,NA
2002,Little,NA,71,NA
2002,Little,NA,86,NA
2002,Little,NA,74,NA
2002,Little,NA,62.5,NA
2002,Little,NA,68.5,NA
2002,Little,NA,70,NA
2002,Little,NA,58,NA
2002,Little,NA,66,NA
2002,Little,NA,63.5,NA
2002,Little,NA,66.5,NA
2002,Little,NA,70,NA
2002,Little,NA,73,NA
2002,Little,NA,69,NA
1992,Grand,5,58.5,NA
1992,Grand,5,36.5,NA
1992,Grand,5,39,NA
1992,Grand,6,54.5,NA
1992,Grand,6,54,NA
1992,Grand,6,36,NA
1992,Grand,6,63,NA
1992,Grand,6,59,NA
1992,Grand,6,58.5,NA
1992,Grand,7,56,NA
1992,Grand,7,55,NA
1992,Grand,7,59,NA
1992,Grand,7,57,NA
1992,Grand,7,61,NA
1992,Grand,7,54.5,NA
1992,Grand,7,55,NA
1992,Grand,7,60,NA
1992,Grand,7,62,NA
1992,Grand,7,54,NA
1992,Grand,7,57.5,NA
1992,Grand,7,45,NA
1992,Grand,7,56,NA
1992,Grand,7,67,NA
1992,Grand,7,55,NA
1992,Grand,7,56,NA
1992,Grand,7,55,NA
1992,Grand,7,60,NA
1992,Grand,7,57,NA
1992,Grand,7,60,NA
1992,Grand,7,59.5,NA
1992,Grand,7,62,NA
1992,Grand,8,56,NA
1992,Grand,8,62,NA
1992,Grand,8,49,NA
1992,Grand,8,59,NA
1992,Grand,8,63,NA
1992,Grand,8,59,NA
1992,Grand,8,60.5,NA
1992,Grand,8,58,NA
1992,Grand,8,53,NA
1992,Grand,8,58,NA
1992,Grand,8,66,NA
1992,Grand,8,57,NA
1992,Grand,8,55,NA
1992,Grand,8,52,NA
1992,Grand,8,59,NA
1992,Grand,8,64,NA
1992,Grand,8,63,NA
1992,Grand,8,64,NA
1992,Grand,8,66,NA
1992,Grand,8,63.5,NA
1992,Grand,8,66,NA
1992,Grand,8,63,NA
1992,Grand,8,55,NA
1992,Grand,8,63,NA
1992,Grand,8,68,NA
1992,Grand,8,62.5,NA
1992,Grand,8,60,NA
1992,Grand,8,65,NA
1992,Grand,9,69,NA
1992,Grand,9,59,NA
1992,Grand,9,57,NA
1992,Grand,9,55.5,NA
1992,Grand,9,69,NA
1992,Grand,9,59,NA
1992,Grand,9,66.5,NA
1992,Grand,9,65,NA
1992,Grand,9,69,NA
1992,Grand,9,59,NA
1992,Grand,10,64.5,NA
1992,Grand,10,67,NA
1992,Grand,11,71,NA
1992,Grand,11,64,NA
1992,Grand,11,74.5,NA
1992,Grand,11,69,NA
1992,Grand,12,71,NA
1992,Grand,12,66.5,NA
1992,Grand,13,69,NA
1992,Grand,15,78,NA
1992,Grand,15,82,NA
1992,Grand,29,81,NA
2012,Little,1,8,NA
2012,Little,1,16.4,NA
2012,Little,1,15,NA
2012,Little,1,15,NA
2012,Little,1,23.25,NA
2012,Little,1,16.8,NA
2012,Little,1,14.6,NA
2012,Little,1,19.9,NA
2012,Little,1,12.3,NA
2012,Little,1,15.1,NA
2012,Little,1,14.7,NA
2012,Little,1,15.7,NA
2012,Little,1,18.6,NA
2012,Little,1,17.4,NA
2012,Little,1,22,NA
2012,Little,1,23.1,NA
2012,Little,1,22,NA
2012,Little,1,20,NA
2012,Little,1,19.1,NA
2012,Little,1,15,NA
2012,Little,1,19.9,NA
2012,Little,1,20.5,NA
2012,Little,1,20.1,NA
2012,Little,1,15,NA
2012,Little,1,15,NA
